EAR,MAR,TIME
0.3003926286542271,0.2,17:14:05.248112
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.36133838924712747,0.11380711874576983,17:14:07.021890
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.36133838924712747,0.11380711874576983,17:14:07.021890
0.3482349263847999,0.5,17:14:07.164279
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.36133838924712747,0.11380711874576983,17:14:07.021890
0.3482349263847999,0.5,17:14:07.164279
0.30775343638933156,0.254480453838932,17:14:07.296765
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.36133838924712747,0.11380711874576983,17:14:07.021890
0.3482349263847999,0.5,17:14:07.164279
0.30775343638933156,0.254480453838932,17:14:07.296765
0.33752728556278044,0.0804737854124365,17:14:07.434528
0.3003926286542271,0.2,17:14:05.248112
0.32985129733035135,0.26666666666666666,17:14:05.388492
0.30934011613698165,0.14120226591665966,17:14:05.516681
0.24326268579697627,0.2,17:14:05.657854
0.24145799730040118,0.1276142374915397,17:14:05.789918
0.27117633655117157,0.305409255338946,17:14:05.929578
0.301168896511269,0.254480453838932,17:14:06.063469
0.3194765947878037,1.2082904739393676,17:14:06.208051
0.32589530978829195,1.0666666666666667,17:14:06.338466
0.2618376268132259,0.5426933852494596,17:14:06.478527
0.24432343428613154,0.7140748504337157,17:14:06.615206
0.40929306454437425,0.12761423749153966,17:14:06.754854
0.3210198279333496,0.26666666666666666,17:14:06.893856
0.36133838924712747,0.11380711874576983,17:14:07.021890
0.3482349263847999,0.5,17:14:07.164279
0.30775343638933156,0.254480453838932,17:14:07.296765
0.33752728556278044,0.0804737854124365,17:14:07.434528
